Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3946_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3946_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3946,0.178
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3947_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3947_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: U6 snRNA-associated Sm-like protein LSm5 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3947,0.765
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3948_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3948_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3948,0.951
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3949_ESMFold_ATP-binding_cassette_domain-containing_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3949_ESMFold_ATP-binding_cassette_domain-containing_protein.pdb,ESMFold,ATP-binding cassette domain-containing protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3949,0.921
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3950_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3950_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Probable multidrug ABC transporter permease YbhR ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3950,0.738
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3951_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3951_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3951,0.587
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3952_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3952_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized MFS-type transporter YbfB ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3952,0.913
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3953_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot165/ranking_debug.json,AlphaFold2.3,"structural match to: Crystal structure of BBS1N in complex with ARL6DN, soaked with lead ","""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3953,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3954_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot159/ranking_debug.json,AlphaFold2.3,structural match to: Calcium-binding acidic-repeat protein ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3954,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3955_AF3_model_0.pdb,../folded_proteins/AF3/Loki-ASV2_39550/fold_lokiasv2_39550_hypothetical_protein_summary_confidences_0.json,AlphaFold3,structural match to: Crystal Structure of the Utp21 tandem WD Domain ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3955,0.87
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3956_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot158/ranking_debug.json,AlphaFold2.3,structural match to: Calcium-binding acidic-repeat protein ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3956,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3957_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3957_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: CamA Adenine Methyltransferase Complexed to Cognate Substrate DNA and Compound 2 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3957,0.831
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3958_ESMFold_RNA-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3958_ESMFold_RNA-binding_protein.pdb,ESMFold,RNA-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3958,0.864
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3959_ESMFold_UDP-glucose-GDP-mannose_dehydrogenase_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3959_ESMFold_UDP-glucose-GDP-mannose_dehydrogenase_family_protein.pdb,ESMFold,UDP-glucose-GDP-mannose dehydrogenase family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3959,0.966
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3960_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3960_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3960,0.435
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3961_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3961_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3961,0.672
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3962_ESMFold_sodium:solute_symporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3962_ESMFold_sodium:solute_symporter.pdb,ESMFold,sodium:solute symporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3962,0.972
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3963_ESMFold_VIT1-CCC1_transporter_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3963_ESMFold_VIT1-CCC1_transporter_family_protein.pdb,ESMFold,VIT1-CCC1 transporter family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3963,0.926
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3964_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3964_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: UPF0111 protein TM_0914 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3964,0.962
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3965_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3965_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3965,0.392
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3966_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3966_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3966,0.523
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3967_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3967_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: V-type ATP synthase subunit C ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3967,0.936
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3968_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3968_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3968,0.459
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3969_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3969_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3969,0.693
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3970_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3970_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: V-type ATP synthase subunit E 2 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3970,0.739
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3971_ESMFold_ATP_synthase_subunit_A.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3971_ESMFold_ATP_synthase_subunit_A.pdb,ESMFold,ATP synthase subunit A,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3971,0.926
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3972_ESMFold_ATP_synthase_subunit_B.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3972_ESMFold_ATP_synthase_subunit_B.pdb,ESMFold,ATP synthase subunit B,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3972,0.949
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3973_ESMFold_V-type_ATP_synthase_subunit_D.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3973_ESMFold_V-type_ATP_synthase_subunit_D.pdb,ESMFold,V-type ATP synthase subunit D,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3973,0.875
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3974_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3974_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: V-type ATP synthase subunit I ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3974,0.853
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3975_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3975_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3975,0.316
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3976_ESMFold_tRNA-intron_lyase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3976_ESMFold_tRNA-intron_lyase.pdb,ESMFold,tRNA-intron lyase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3976,0.853
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3977_ESMFold_carbon-nitrogen_family_hydrolase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3977_ESMFold_carbon-nitrogen_family_hydrolase.pdb,ESMFold,carbon-nitrogen family hydrolase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3977,0.926
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3978_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3978_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3978,0.855
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3979_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3979_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3979,0.138
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3980_ESMFold_alpha-hydroxy-acid_oxidizing_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3980_ESMFold_alpha-hydroxy-acid_oxidizing_protein.pdb,ESMFold,alpha-hydroxy-acid oxidizing protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3980,0.926
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3981_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3981_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3981,0.259
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3982_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3982_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3982,0.909
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3983_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3983_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Nucleolar GTP-binding protein 2 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3983,0.814
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3984_ESMFold_AmmeMemoRadiSam_system_protein_B.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3984_ESMFold_AmmeMemoRadiSam_system_protein_B.pdb,ESMFold,AmmeMemoRadiSam system protein B,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3984,0.964
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3985_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3985_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Inositol 3-kinase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3985,0.962
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3986_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3986_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3986,0.911
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3987_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3987_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3987,0.562
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3988_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3988_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3988,0.467
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3989_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3989_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3989,0.571
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3990_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3990_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Dbr1 in complex with 5-mer cleavage product ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3990,0.875
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3991_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3991_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3991,0.829
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3992_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3992_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3992,0.478
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3993_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot054/ranking_debug.json,AlphaFold2.3,structural match to: Uncharacterized ABC transporter permease protein Rv0987 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3993,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3994_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot153/ranking_debug.json,AlphaFold2.3,structural match to: Crystal structure of ProN-Tk-SP from Thermococcus kodakaraensis ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3994,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3995_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot132/ranking_debug.json,AlphaFold2.3,structural match to: Translocon-associated protein subunit beta ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3995,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3996_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot053/ranking_debug.json,AlphaFold2.3,structural match to: Uncharacterized ABC transporter permease protein Rv0987 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3996,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3997_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3997_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized ABC transporter ATP-binding protein TM_0352 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3997,0.757
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3998_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3998_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: GTP-binding protein gtr1 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3998,0.462
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3999_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_3999_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-3999,0.536
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4000_ESMFold_acetate--CoA_ligase_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4000_ESMFold_acetate--CoA_ligase_family_protein.pdb,ESMFold,acetate--CoA ligase family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4000,0.945
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4001_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4001_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4001,0.699
