24/09/06 10:07:00 | INFO | root | Reading sequences from loki-ASV2_dfast_all_protein_ORFs.faa
24/09/06 16:43:18 | INFO | root | Predicted structure for LOKIASV2_17690 hypothetical protein with length 619, pLDDT 71.7, pTM 0.719 in 29.2s. 4073 / 4544 completed.
24/09/06 16:43:48 | INFO | root | Predicted structure for LOKIASV2_29790 ABC transporter ATP-binding protein with length 619, pLDDT 90.2, pTM 0.885 in 29.2s. 4074 / 4544 completed.
24/09/06 16:44:16 | INFO | root | Predicted structure for LOKIASV2_13040 translation initiation factor IF-2 with length 620, pLDDT 87.2, pTM 0.729 in 28.4s. 4075 / 4544 completed.
24/09/06 16:44:44 | INFO | root | Predicted structure for LOKIASV2_34230 hypothetical protein with length 620, pLDDT 71.2, pTM 0.594 in 28.4s. 4076 / 4544 completed.
24/09/06 16:45:14 | INFO | root | Predicted structure for LOKIASV2_13220 hypothetical protein with length 621, pLDDT 70.3, pTM 0.590 in 29.2s. 4077 / 4544 completed.
24/09/06 16:45:43 | INFO | root | Predicted structure for LOKIASV2_24050 hypothetical protein with length 621, pLDDT 74.5, pTM 0.754 in 29.2s. 4078 / 4544 completed.
24/09/06 16:46:12 | INFO | root | Predicted structure for LOKIASV2_12300 hypothetical protein with length 622, pLDDT 74.5, pTM 0.599 in 29.6s. 4079 / 4544 completed.
24/09/06 16:46:42 | INFO | root | Predicted structure for LOKIASV2_30140 hypothetical protein with length 622, pLDDT 41.3, pTM 0.231 in 29.6s. 4080 / 4544 completed.
24/09/06 16:47:12 | INFO | root | Predicted structure for LOKIASV2_11600 hypothetical protein with length 623, pLDDT 58.2, pTM 0.321 in 29.9s. 4081 / 4544 completed.
24/09/06 16:47:41 | INFO | root | Predicted structure for LOKIASV2_34850 hypothetical protein with length 624, pLDDT 38.9, pTM 0.266 in 29.4s. 4082 / 4544 completed.
24/09/06 16:48:11 | INFO | root | Predicted structure for LOKIASV2_11980 hypothetical protein with length 625, pLDDT 83.5, pTM 0.642 in 29.5s. 4083 / 4544 completed.
24/09/06 16:48:40 | INFO | root | Predicted structure for LOKIASV2_18630 hypothetical protein with length 625, pLDDT 84.1, pTM 0.659 in 29.5s. 4084 / 4544 completed.
24/09/06 16:49:10 | INFO | root | Predicted structure for LOKIASV2_28360 hypothetical protein with length 626, pLDDT 67.7, pTM 0.674 in 30.2s. 4085 / 4544 completed.
24/09/06 16:49:40 | INFO | root | Predicted structure for LOKIASV2_05880 hypothetical protein with length 627, pLDDT 73.0, pTM 0.333 in 29.8s. 4086 / 4544 completed.
24/09/06 16:50:10 | INFO | root | Predicted structure for LOKIASV2_14280 M3 family oligoendopeptidase with length 627, pLDDT 92.0, pTM 0.964 in 29.8s. 4087 / 4544 completed.
24/09/06 16:50:40 | INFO | root | Predicted structure for LOKIASV2_37160 hypothetical protein with length 627, pLDDT 55.8, pTM 0.529 in 29.8s. 4088 / 4544 completed.
24/09/06 16:51:09 | INFO | root | Predicted structure for LOKIASV2_12310 hypothetical protein with length 628, pLDDT 78.6, pTM 0.708 in 29.3s. 4089 / 4544 completed.
24/09/06 16:51:39 | INFO | root | Predicted structure for LOKIASV2_04600 hypothetical protein with length 629, pLDDT 72.9, pTM 0.548 in 29.7s. 4090 / 4544 completed.
24/09/06 16:52:09 | INFO | root | Predicted structure for LOKIASV2_41360 hypothetical protein with length 629, pLDDT 71.1, pTM 0.839 in 29.7s. 4091 / 4544 completed.
24/09/06 16:52:39 | INFO | root | Predicted structure for LOKIASV2_33210 hypothetical protein with length 630, pLDDT 67.4, pTM 0.705 in 30.3s. 4092 / 4544 completed.
24/09/06 16:53:09 | INFO | root | Predicted structure for LOKIASV2_34660 hypothetical protein with length 630, pLDDT 25.8, pTM 0.162 in 30.3s. 4093 / 4544 completed.
24/09/06 16:53:39 | INFO | root | Predicted structure for LOKIASV2_39220 phosphoenolpyruvate carboxykinase -GTP- with length 631, pLDDT 75.6, pTM 0.862 in 30.1s. 4094 / 4544 completed.
24/09/06 16:54:09 | INFO | root | Predicted structure for LOKIASV2_42610 NADH-dependent [FeFe] hydrogenase, group A6 with length 631, pLDDT 87.0, pTM 0.928 in 30.1s. 4095 / 4544 completed.
24/09/06 16:54:39 | INFO | root | Predicted structure for LOKIASV2_03310 N-6 DNA methylase with length 632, pLDDT 86.5, pTM 0.898 in 29.9s. 4096 / 4544 completed.
24/09/06 16:55:10 | INFO | root | Predicted structure for LOKIASV2_04540 hypothetical protein with length 633, pLDDT 87.4, pTM 0.935 in 31.0s. 4097 / 4544 completed.
24/09/06 16:55:41 | INFO | root | Predicted structure for LOKIASV2_15100 hypothetical protein with length 633, pLDDT 82.1, pTM 0.628 in 31.0s. 4098 / 4544 completed.
24/09/06 16:56:12 | INFO | root | Predicted structure for LOKIASV2_22370 alpha-beta fold hydrolase with length 633, pLDDT 82.7, pTM 0.918 in 31.0s. 4099 / 4544 completed.
24/09/06 16:56:43 | INFO | root | Predicted structure for LOKIASV2_32190 hypothetical protein with length 633, pLDDT 86.7, pTM 0.925 in 31.0s. 4100 / 4544 completed.
24/09/06 16:57:15 | INFO | root | Predicted structure for LOKIASV2_07390 maltodextrin glucosidase with length 634, pLDDT 89.5, pTM 0.956 in 31.2s. 4101 / 4544 completed.
24/09/06 16:57:46 | INFO | root | Predicted structure for LOKIASV2_43380 hypothetical protein with length 634, pLDDT 59.9, pTM 0.784 in 31.2s. 4102 / 4544 completed.
24/09/06 16:58:17 | INFO | root | Predicted structure for LOKIASV2_43780 beta-CASP ribonuclease aCPSF1 with length 635, pLDDT 77.7, pTM 0.738 in 31.2s. 4103 / 4544 completed.
24/09/06 16:58:47 | INFO | root | Predicted structure for LOKIASV2_34610 arginine--tRNA ligase with length 636, pLDDT 94.3, pTM 0.962 in 30.6s. 4104 / 4544 completed.
24/09/06 16:59:19 | INFO | root | Predicted structure for LOKIASV2_26950 aldehyde ferredoxin oxidoreductase family protein with length 637, pLDDT 91.3, pTM 0.961 in 31.4s. 4105 / 4544 completed.
24/09/06 16:59:50 | INFO | root | Predicted structure for LOKIASV2_28690 3D--3,5-4--trihydroxycyclohexane-1,2-dione acylhydrolase -decyclizing- with length 637, pLDDT 88.3, pTM 0.941 in 31.4s. 4106 / 4544 completed.
24/09/06 17:00:22 | INFO | root | Predicted structure for LOKIASV2_11140 hypothetical protein with length 638, pLDDT 63.0, pTM 0.566 in 31.7s. 4107 / 4544 completed.
24/09/06 17:00:54 | INFO | root | Predicted structure for LOKIASV2_15590 hypothetical protein with length 638, pLDDT 64.7, pTM 0.634 in 31.7s. 4108 / 4544 completed.
24/09/06 17:01:25 | INFO | root | Predicted structure for LOKIASV2_29980 hypothetical protein with length 638, pLDDT 58.0, pTM 0.359 in 31.7s. 4109 / 4544 completed.
24/09/06 17:01:57 | INFO | root | Predicted structure for LOKIASV2_19620 indolepyruvate ferredoxin oxidoreductase subunit alpha with length 639, pLDDT 93.6, pTM 0.962 in 31.7s. 4110 / 4544 completed.
24/09/06 17:02:29 | INFO | root | Predicted structure for LOKIASV2_26590 propionate--CoA ligase with length 639, pLDDT 86.3, pTM 0.924 in 31.7s. 4111 / 4544 completed.
24/09/06 17:03:00 | INFO | root | Predicted structure for LOKIASV2_11860 hypothetical protein with length 640, pLDDT 30.9, pTM 0.182 in 31.4s. 4112 / 4544 completed.
24/09/06 17:03:34 | INFO | root | Predicted structure for LOKIASV2_26600 hypothetical protein with length 641, pLDDT 87.2, pTM 0.619 in 33.7s. 4113 / 4544 completed.
24/09/06 17:04:09 | INFO | root | Predicted structure for LOKIASV2_07090 hypothetical protein with length 642, pLDDT 91.7, pTM 0.935 in 34.6s. 4114 / 4544 completed.
24/09/06 17:04:43 | INFO | root | Predicted structure for LOKIASV2_17870 hypothetical protein with length 642, pLDDT 82.0, pTM 0.710 in 34.6s. 4115 / 4544 completed.
24/09/06 17:05:17 | INFO | root | Predicted structure for LOKIASV2_33470 hypothetical protein with length 643, pLDDT 80.7, pTM 0.831 in 34.1s. 4116 / 4544 completed.
24/09/06 17:05:51 | INFO | root | Predicted structure for LOKIASV2_40840 hypothetical protein with length 643, pLDDT 85.4, pTM 0.796 in 34.1s. 4117 / 4544 completed.
24/09/06 17:06:25 | INFO | root | Predicted structure for LOKIASV2_04110 indolepyruvate ferredoxin oxidoreductase subunit alpha with length 644, pLDDT 88.9, pTM 0.942 in 33.9s. 4118 / 4544 completed.
24/09/06 17:06:59 | INFO | root | Predicted structure for LOKIASV2_10740 ribosome biogenesis-translation initiation ATPase RLI with length 644, pLDDT 79.4, pTM 0.816 in 33.9s. 4119 / 4544 completed.
24/09/06 17:07:34 | INFO | root | Predicted structure for LOKIASV2_13300 NADH-quinone oxidoreductase subunit NuoF with length 646, pLDDT 92.0, pTM 0.935 in 35.0s. 4120 / 4544 completed.
24/09/06 17:08:09 | INFO | root | Predicted structure for LOKIASV2_17110 hypothetical protein with length 647, pLDDT 76.5, pTM 0.818 in 35.3s. 4121 / 4544 completed.
24/09/06 17:08:43 | INFO | root | Predicted structure for LOKIASV2_17100 hypothetical protein with length 648, pLDDT 76.1, pTM 0.816 in 34.0s. 4122 / 4544 completed.
24/09/06 17:09:17 | INFO | root | Predicted structure for LOKIASV2_26550 hypothetical protein with length 648, pLDDT 73.9, pTM 0.833 in 34.0s. 4123 / 4544 completed.
24/09/06 17:09:51 | INFO | root | Predicted structure for LOKIASV2_38550 hypothetical protein with length 648, pLDDT 59.5, pTM 0.653 in 34.0s. 4124 / 4544 completed.
24/09/06 17:10:27 | INFO | root | Predicted structure for LOKIASV2_38260 hypothetical protein with length 649, pLDDT 64.0, pTM 0.538 in 35.2s. 4125 / 4544 completed.
24/09/06 17:11:02 | INFO | root | Predicted structure for LOKIASV2_43980 Glu-tRNA-Gln- amidotransferase subunit GatE with length 649, pLDDT 92.1, pTM 0.929 in 35.2s. 4126 / 4544 completed.
24/09/06 17:11:37 | INFO | root | Predicted structure for LOKIASV2_45420 hypothetical protein with length 649, pLDDT 79.7, pTM 0.793 in 35.2s. 4127 / 4544 completed.
24/09/06 17:12:13 | INFO | root | Predicted structure for LOKIASV2_30870 hypothetical protein with length 651, pLDDT 87.9, pTM 0.685 in 35.4s. 4128 / 4544 completed.
24/09/06 17:12:47 | INFO | root | Predicted structure for LOKIASV2_31640 hypothetical protein with length 651, pLDDT 69.3, pTM 0.782 in 34.8s. 4129 / 4544 completed.
24/09/06 17:13:23 | INFO | root | Predicted structure for LOKIASV2_25160 aconitate hydratase with length 653, pLDDT 85.7, pTM 0.883 in 35.3s. 4130 / 4544 completed.
24/09/06 17:13:58 | INFO | root | Predicted structure for LOKIASV2_06650 hypothetical protein with length 655, pLDDT 78.5, pTM 0.625 in 35.8s. 4131 / 4544 completed.
24/09/06 17:14:34 | INFO | root | Predicted structure for LOKIASV2_30540 hypothetical protein with length 655, pLDDT 85.5, pTM 0.635 in 35.7s. 4132 / 4544 completed.
24/09/06 17:15:10 | INFO | root | Predicted structure for LOKIASV2_06710 hypothetical protein with length 656, pLDDT 88.9, pTM 0.696 in 35.6s. 4133 / 4544 completed.
24/09/06 17:15:45 | INFO | root | Predicted structure for LOKIASV2_33560 ABC transporter substrate-binding protein with length 656, pLDDT 83.6, pTM 0.744 in 35.2s. 4134 / 4544 completed.
24/09/06 17:16:21 | INFO | root | Predicted structure for LOKIASV2_43460 hypothetical protein with length 657, pLDDT 79.4, pTM 0.897 in 36.4s. 4135 / 4544 completed.
24/09/06 17:16:58 | INFO | root | Predicted structure for LOKIASV2_32320 hypothetical protein with length 658, pLDDT 50.1, pTM 0.547 in 36.4s. 4136 / 4544 completed.
24/09/06 17:17:34 | INFO | root | Predicted structure for LOKIASV2_44040 Glu-tRNA-Gln- amidotransferase subunit GatE with length 658, pLDDT 86.1, pTM 0.887 in 36.4s. 4137 / 4544 completed.
24/09/06 17:18:11 | INFO | root | Predicted structure for LOKIASV2_20300 hypothetical protein with length 659, pLDDT 87.3, pTM 0.730 in 36.8s. 4138 / 4544 completed.
24/09/06 17:18:47 | INFO | root | Predicted structure for LOKIASV2_39080 hypothetical protein with length 659, pLDDT 44.6, pTM 0.196 in 36.4s. 4139 / 4544 completed.
24/09/06 17:19:23 | INFO | root | Predicted structure for LOKIASV2_14270 hypothetical protein with length 660, pLDDT 86.3, pTM 0.950 in 35.4s. 4140 / 4544 completed.
24/09/06 17:19:58 | INFO | root | Predicted structure for LOKIASV2_28280 hypothetical protein with length 660, pLDDT 92.2, pTM 0.972 in 35.4s. 4141 / 4544 completed.
24/09/06 17:20:33 | INFO | root | Predicted structure for LOKIASV2_31950 hypothetical protein with length 660, pLDDT 64.1, pTM 0.259 in 35.3s. 4142 / 4544 completed.
24/09/06 17:21:09 | INFO | root | Predicted structure for LOKIASV2_34130 AAA family ATPase with length 660, pLDDT 82.3, pTM 0.633 in 35.3s. 4143 / 4544 completed.
24/09/06 17:21:44 | INFO | root | Predicted structure for LOKIASV2_45150 hypothetical protein with length 660, pLDDT 63.4, pTM 0.496 in 35.3s. 4144 / 4544 completed.
24/09/06 17:22:21 | INFO | root | Predicted structure for LOKIASV2_25240 PAS domain S-box protein with length 661, pLDDT 83.3, pTM 0.605 in 36.6s. 4145 / 4544 completed.
24/09/06 17:22:58 | INFO | root | Predicted structure for LOKIASV2_09880 CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein with length 662, pLDDT 90.6, pTM 0.858 in 37.2s. 4146 / 4544 completed.
24/09/06 17:23:35 | INFO | root | Predicted structure for LOKIASV2_16980 hypothetical protein with length 662, pLDDT 51.1, pTM 0.523 in 36.8s. 4147 / 4544 completed.
24/09/06 17:24:12 | INFO | root | Predicted structure for LOKIASV2_21200 hypothetical protein with length 662, pLDDT 75.2, pTM 0.494 in 36.8s. 4148 / 4544 completed.
24/09/06 17:24:48 | INFO | root | Predicted structure for LOKIASV2_34070 hypothetical protein with length 662, pLDDT 87.0, pTM 0.710 in 36.8s. 4149 / 4544 completed.
24/09/06 17:25:25 | INFO | root | Predicted structure for LOKIASV2_11830 hypothetical protein with length 663, pLDDT 67.1, pTM 0.488 in 36.8s. 4150 / 4544 completed.
24/09/06 17:26:02 | INFO | root | Predicted structure for LOKIASV2_23390 hypothetical protein with length 663, pLDDT 75.1, pTM 0.630 in 36.8s. 4151 / 4544 completed.
24/09/06 17:26:39 | INFO | root | Predicted structure for LOKIASV2_35380 aldehyde ferredoxin oxidoreductase family protein with length 663, pLDDT 88.2, pTM 0.957 in 36.8s. 4152 / 4544 completed.
24/09/06 17:27:15 | INFO | root | Predicted structure for LOKIASV2_18900 heavy metal translocating P-type ATPase with length 664, pLDDT 92.7, pTM 0.907 in 35.9s. 4153 / 4544 completed.
24/09/06 17:27:52 | INFO | root | Predicted structure for LOKIASV2_34330 ATP-dependent endonuclease with length 665, pLDDT 77.6, pTM 0.809 in 37.5s. 4154 / 4544 completed.
24/09/06 17:28:29 | INFO | root | Predicted structure for LOKIASV2_44740 hypothetical protein with length 665, pLDDT 81.8, pTM 0.640 in 37.0s. 4155 / 4544 completed.
24/09/06 17:29:07 | INFO | root | Predicted structure for LOKIASV2_12130 molecular chaperone DnaK with length 667, pLDDT 87.2, pTM 0.797 in 37.8s. 4156 / 4544 completed.
24/09/06 17:29:45 | INFO | root | Predicted structure for LOKIASV2_43280 hypothetical protein with length 667, pLDDT 85.0, pTM 0.930 in 37.8s. 4157 / 4544 completed.
24/09/06 17:30:21 | INFO | root | Predicted structure for LOKIASV2_38580 hypothetical protein with length 668, pLDDT 61.3, pTM 0.388 in 36.8s. 4158 / 4544 completed.
24/09/06 17:31:00 | INFO | root | Predicted structure for LOKIASV2_32150 hypothetical protein with length 669, pLDDT 65.5, pTM 0.617 in 38.2s. 4159 / 4544 completed.
24/09/06 17:31:38 | INFO | root | Predicted structure for LOKIASV2_23710 hypothetical protein with length 671, pLDDT 80.6, pTM 0.906 in 38.0s. 4160 / 4544 completed.
24/09/06 17:32:16 | INFO | root | Predicted structure for LOKIASV2_02370 urocanate hydratase with length 672, pLDDT 61.1, pTM 0.657 in 37.9s. 4161 / 4544 completed.
24/09/06 17:32:53 | INFO | root | Predicted structure for LOKIASV2_20150 glycoside hydrolase family 2 TIM barrel-domain containing protein with length 672, pLDDT 82.0, pTM 0.923 in 37.6s. 4162 / 4544 completed.
24/09/06 17:33:31 | INFO | root | Predicted structure for LOKIASV2_27010 H-2-:CoB-CoM heterodisulfide ferredoxin reductase subunit HdrA with length 672, pLDDT 92.0, pTM 0.909 in 37.4s. 4163 / 4544 completed.
24/09/06 17:34:08 | INFO | root | Predicted structure for LOKIASV2_30620 hypothetical protein with length 672, pLDDT 71.7, pTM 0.509 in 37.5s. 4164 / 4544 completed.
24/09/06 17:34:45 | INFO | root | Predicted structure for LOKIASV2_15830 hypothetical protein with length 673, pLDDT 66.7, pTM 0.413 in 37.3s. 4165 / 4544 completed.
24/09/06 17:35:23 | INFO | root | Predicted structure for LOKIASV2_17780 hypothetical protein with length 673, pLDDT 80.7, pTM 0.892 in 37.3s. 4166 / 4544 completed.
24/09/06 17:36:00 | INFO | root | Predicted structure for LOKIASV2_21430 acetate--CoA ligase with length 673, pLDDT 83.9, pTM 0.919 in 37.3s. 4167 / 4544 completed.
24/09/06 17:36:38 | INFO | root | Predicted structure for LOKIASV2_03410 hypothetical protein with length 675, pLDDT 51.4, pTM 0.469 in 38.1s. 4168 / 4544 completed.
24/09/06 17:37:16 | INFO | root | Predicted structure for LOKIASV2_00500 ATP-dependent helicase with length 677, pLDDT 88.2, pTM 0.871 in 38.1s. 4169 / 4544 completed.
24/09/06 17:37:55 | INFO | root | Predicted structure for LOKIASV2_21370 hypothetical protein with length 678, pLDDT 50.6, pTM 0.404 in 39.1s. 4170 / 4544 completed.
24/09/06 17:38:34 | INFO | root | Predicted structure for LOKIASV2_06070 hypothetical protein with length 679, pLDDT 79.8, pTM 0.887 in 38.8s. 4171 / 4544 completed.
24/09/06 17:39:13 | INFO | root | Predicted structure for LOKIASV2_10930 alpha-glucosidase with length 679, pLDDT 84.5, pTM 0.926 in 38.8s. 4172 / 4544 completed.
24/09/06 17:39:52 | INFO | root | Predicted structure for LOKIASV2_37150 hypothetical protein with length 679, pLDDT 60.0, pTM 0.172 in 38.8s. 4173 / 4544 completed.
24/09/06 17:40:31 | INFO | root | Predicted structure for LOKIASV2_44760 DNA mismatch repair endonuclease MutL with length 679, pLDDT 76.8, pTM 0.594 in 38.8s. 4174 / 4544 completed.
24/09/06 17:41:09 | INFO | root | Predicted structure for LOKIASV2_01300 hypothetical protein with length 680, pLDDT 77.9, pTM 0.730 in 38.3s. 4175 / 4544 completed.
24/09/06 17:41:47 | INFO | root | Predicted structure for LOKIASV2_23990 hypothetical protein with length 680, pLDDT 84.9, pTM 0.771 in 37.9s. 4176 / 4544 completed.
24/09/06 17:42:25 | INFO | root | Predicted structure for LOKIASV2_43360 hypothetical protein with length 680, pLDDT 78.2, pTM 0.904 in 37.9s. 4177 / 4544 completed.
24/09/06 17:43:04 | INFO | root | Predicted structure for LOKIASV2_15770 helicase C-terminal domain-containing protein with length 681, pLDDT 91.5, pTM 0.948 in 39.1s. 4178 / 4544 completed.
24/09/06 17:43:43 | INFO | root | Predicted structure for LOKIASV2_33900 hypothetical protein with length 681, pLDDT 79.5, pTM 0.743 in 39.1s. 4179 / 4544 completed.
24/09/06 17:44:23 | INFO | root | Predicted structure for LOKIASV2_25420 hypothetical protein with length 683, pLDDT 64.1, pTM 0.389 in 39.4s. 4180 / 4544 completed.
24/09/06 17:45:01 | INFO | root | Predicted structure for LOKIASV2_29300 glycoside hydrolase family 3 C-terminal domain-containing protein with length 683, pLDDT 92.3, pTM 0.974 in 38.9s. 4181 / 4544 completed.
24/09/06 17:45:40 | INFO | root | Predicted structure for LOKIASV2_34940 hypothetical protein with length 684, pLDDT 88.1, pTM 0.675 in 38.4s. 4182 / 4544 completed.
24/09/06 17:46:20 | INFO | root | Predicted structure for LOKIASV2_00030 hypothetical protein with length 685, pLDDT 78.3, pTM 0.682 in 40.1s. 4183 / 4544 completed.
24/09/06 17:47:00 | INFO | root | Predicted structure for LOKIASV2_02330 hypothetical protein with length 685, pLDDT 85.5, pTM 0.675 in 39.7s. 4184 / 4544 completed.
24/09/06 17:47:39 | INFO | root | Predicted structure for LOKIASV2_28650 glycoside hydrolase family 3 C-terminal domain-containing protein with length 686, pLDDT 90.9, pTM 0.970 in 39.7s. 4185 / 4544 completed.
24/09/06 17:48:19 | INFO | root | Predicted structure for LOKIASV2_09290 ABC transporter substrate-binding protein with length 687, pLDDT 69.3, pTM 0.728 in 40.0s. 4186 / 4544 completed.
24/09/06 17:48:58 | INFO | root | Predicted structure for LOKIASV2_19020 hypothetical protein with length 688, pLDDT 74.2, pTM 0.772 in 39.0s. 4187 / 4544 completed.
24/09/06 17:49:37 | INFO | root | Predicted structure for LOKIASV2_21360 hypothetical protein with length 688, pLDDT 28.5, pTM 0.170 in 39.0s. 4188 / 4544 completed.
24/09/06 17:50:18 | INFO | root | Predicted structure for LOKIASV2_03030 excinuclease ABC subunit UvrC with length 690, pLDDT 84.8, pTM 0.528 in 40.8s. 4189 / 4544 completed.
24/09/06 17:50:58 | INFO | root | Predicted structure for LOKIASV2_11020 hypothetical protein with length 690, pLDDT 67.4, pTM 0.436 in 40.4s. 4190 / 4544 completed.
24/09/06 17:51:39 | INFO | root | Predicted structure for LOKIASV2_14880 hypothetical protein with length 690, pLDDT 83.5, pTM 0.510 in 40.4s. 4191 / 4544 completed.
24/09/06 17:52:19 | INFO | root | Predicted structure for LOKIASV2_33830 hypothetical protein with length 690, pLDDT 80.5, pTM 0.485 in 40.3s. 4192 / 4544 completed.
24/09/06 17:52:59 | INFO | root | Predicted structure for LOKIASV2_35140 hypothetical protein with length 690, pLDDT 77.9, pTM 0.838 in 40.2s. 4193 / 4544 completed.
24/09/06 17:53:40 | INFO | root | Predicted structure for LOKIASV2_35150 hypothetical protein with length 690, pLDDT 77.6, pTM 0.782 in 40.2s. 4194 / 4544 completed.
24/09/06 17:54:19 | INFO | root | Predicted structure for LOKIASV2_21180 hypothetical protein with length 692, pLDDT 87.7, pTM 0.813 in 39.2s. 4195 / 4544 completed.
24/09/06 17:55:00 | INFO | root | Predicted structure for LOKIASV2_23880 hypothetical protein with length 693, pLDDT 80.7, pTM 0.507 in 40.9s. 4196 / 4544 completed.
24/09/06 17:55:40 | INFO | root | Predicted structure for LOKIASV2_33420 chemotaxis protein CheA with length 693, pLDDT 82.8, pTM 0.539 in 40.6s. 4197 / 4544 completed.
24/09/06 17:56:21 | INFO | root | Predicted structure for LOKIASV2_41010 hypothetical protein with length 693, pLDDT 80.4, pTM 0.907 in 40.6s. 4198 / 4544 completed.
24/09/06 17:57:01 | INFO | root | Predicted structure for LOKIASV2_18580 hypothetical protein with length 694, pLDDT 81.5, pTM 0.837 in 40.5s. 4199 / 4544 completed.
24/09/06 17:57:42 | INFO | root | Predicted structure for LOKIASV2_20710 FAD-binding protein with length 694, pLDDT 79.7, pTM 0.909 in 40.5s. 4200 / 4544 completed.
24/09/06 17:58:22 | INFO | root | Predicted structure for LOKIASV2_28960 hypothetical protein with length 694, pLDDT 79.6, pTM 0.742 in 40.5s. 4201 / 4544 completed.
24/09/06 17:59:03 | INFO | root | Predicted structure for LOKIASV2_40360 hypothetical protein with length 694, pLDDT 59.5, pTM 0.379 in 40.5s. 4202 / 4544 completed.
24/09/06 17:59:43 | INFO | root | Predicted structure for LOKIASV2_42050 FAD-dependent oxidoreductase with length 694, pLDDT 92.2, pTM 0.950 in 40.5s. 4203 / 4544 completed.
24/09/06 18:00:24 | INFO | root | Predicted structure for LOKIASV2_11680 threonine--tRNA ligase with length 695, pLDDT 81.1, pTM 0.754 in 40.9s. 4204 / 4544 completed.
24/09/06 18:01:04 | INFO | root | Predicted structure for LOKIASV2_10430 NAD-dependent DNA ligase LigA with length 696, pLDDT 90.4, pTM 0.799 in 39.7s. 4205 / 4544 completed.
24/09/06 18:01:43 | INFO | root | Predicted structure for LOKIASV2_22290 hypothetical protein with length 696, pLDDT 88.6, pTM 0.515 in 39.7s. 4206 / 4544 completed.
24/09/06 18:02:23 | INFO | root | Predicted structure for LOKIASV2_29200 hypothetical protein with length 696, pLDDT 86.3, pTM 0.688 in 39.7s. 4207 / 4544 completed.
24/09/06 18:03:03 | INFO | root | Predicted structure for LOKIASV2_40320 hypothetical protein with length 696, pLDDT 80.4, pTM 0.478 in 39.7s. 4208 / 4544 completed.
24/09/06 18:03:43 | INFO | root | Predicted structure for LOKIASV2_40540 hypothetical protein with length 696, pLDDT 80.6, pTM 0.813 in 39.7s. 4209 / 4544 completed.
24/09/06 18:04:25 | INFO | root | Predicted structure for LOKIASV2_33820 hypothetical protein with length 699, pLDDT 83.7, pTM 0.726 in 42.0s. 4210 / 4544 completed.
24/09/06 18:05:05 | INFO | root | Predicted structure for LOKIASV2_01010 hypothetical protein with length 700, pLDDT 75.9, pTM 0.695 in 40.4s. 4211 / 4544 completed.
24/09/06 18:05:45 | INFO | root | Predicted structure for LOKIASV2_24880 methionine--tRNA ligase with length 700, pLDDT 91.6, pTM 0.848 in 40.4s. 4212 / 4544 completed.
24/09/06 18:06:27 | INFO | root | Predicted structure for LOKIASV2_23890 hypothetical protein with length 701, pLDDT 83.7, pTM 0.651 in 42.1s. 4213 / 4544 completed.
24/09/06 18:07:09 | INFO | root | Predicted structure for LOKIASV2_41560 hypothetical protein with length 701, pLDDT 73.5, pTM 0.627 in 41.7s. 4214 / 4544 completed.
24/09/06 18:07:51 | INFO | root | Predicted structure for LOKIASV2_36960 hypothetical protein with length 703, pLDDT 87.5, pTM 0.793 in 41.9s. 4215 / 4544 completed.
24/09/06 18:08:32 | INFO | root | Predicted structure for LOKIASV2_08750 thioredoxin domain-containing protein with length 705, pLDDT 92.3, pTM 0.969 in 41.3s. 4216 / 4544 completed.
24/09/06 18:09:15 | INFO | root | Predicted structure for LOKIASV2_19070 hypothetical protein with length 706, pLDDT 89.3, pTM 0.916 in 42.3s. 4217 / 4544 completed.
24/09/06 18:09:57 | INFO | root | Predicted structure for LOKIASV2_00780 phosphoadenosine phosphosulfate reductase family protein with length 707, pLDDT 83.2, pTM 0.829 in 42.2s. 4218 / 4544 completed.
24/09/06 18:10:39 | INFO | root | Predicted structure for LOKIASV2_39740 hypothetical protein with length 709, pLDDT 88.4, pTM 0.853 in 41.9s. 4219 / 4544 completed.
24/09/06 18:11:22 | INFO | root | Predicted structure for LOKIASV2_27180 aldehyde ferredoxin oxidoreductase with length 710, pLDDT 85.7, pTM 0.935 in 43.1s. 4220 / 4544 completed.
24/09/06 18:12:05 | INFO | root | Predicted structure for LOKIASV2_32520 sodium-translocating pyrophosphatase with length 710, pLDDT 90.1, pTM 0.951 in 42.8s. 4221 / 4544 completed.
24/09/06 18:12:46 | INFO | root | Predicted structure for LOKIASV2_12670 hypothetical protein with length 712, pLDDT 55.5, pTM 0.488 in 41.7s. 4222 / 4544 completed.
24/09/06 18:13:30 | INFO | root | Predicted structure for LOKIASV2_30390 hypothetical protein with length 713, pLDDT 85.5, pTM 0.760 in 43.8s. 4223 / 4544 completed.
24/09/06 18:14:13 | INFO | root | Predicted structure for LOKIASV2_07010 acetate--CoA ligase with length 714, pLDDT 94.0, pTM 0.956 in 43.3s. 4224 / 4544 completed.
24/09/06 18:14:57 | INFO | root | Predicted structure for LOKIASV2_14710 minichromosome maintenance protein MCM with length 714, pLDDT 89.2, pTM 0.859 in 43.3s. 4225 / 4544 completed.
24/09/06 18:15:40 | INFO | root | Predicted structure for LOKIASV2_18160 hypothetical protein with length 714, pLDDT 87.7, pTM 0.901 in 43.3s. 4226 / 4544 completed.
